SMTSD	data	variable	value
Brain - Cerebellar Hemisphere	male_med	AKAP17A	44.48
Brain - Cerebellum	male_med	AKAP17A	48.13
Brain - Cortex	male_med	AKAP17A	21.29
Brain - Frontal Cortex (BA9)	male_med	AKAP17A	17.37
Brain - Hippocampus	male_med	AKAP17A	15.33
Brain - Hypothalamus	male_med	AKAP17A	15.15
Brain - Nucleus accumbens (basal ganglia)	male_med	AKAP17A	14.785
Brain - Putamen (basal ganglia)	male_med	AKAP17A	13.84
Brain - Spinal cord (cervical c-1)	male_med	AKAP17A	23.76
Brain - Substantia nigra	male_med	AKAP17A	15.9
Breast - Mammary Tissue	male_med	AKAP17A	68.38
Cells - Cultured fibroblasts	male_med	AKAP17A	42.225
Cells - EBV-transformed lymphocytes	male_med	AKAP17A	95.065
Colon - Sigmoid	male_med	AKAP17A	58.59
Colon - Transverse	male_med	AKAP17A	55
Esophagus - Gastroesophageal Junction	male_med	AKAP17A	56.71
Esophagus - Mucosa	male_med	AKAP17A	49.77
Esophagus - Muscularis	male_med	AKAP17A	53.755
Heart - Atrial Appendage	male_med	AKAP17A	24.62
Heart - Left Ventricle	male_med	AKAP17A	15.495
Kidney - Cortex	male_med	AKAP17A	30.955
Kidney - Medulla	male_med	AKAP17A	36.63
Liver	male_med	AKAP17A	42.24
Lung	male_med	AKAP17A	93.58
Minor Salivary Gland	male_med	AKAP17A	61.26
Muscle - Skeletal	male_med	AKAP17A	16.99
Nerve - Tibial	male_med	AKAP17A	89.48
Pancreas	male_med	AKAP17A	41.86
Pituitary	male_med	AKAP17A	79.15
Skin - Not Sun Exposed (Suprapubic)	male_med	AKAP17A	63.37
Skin - Sun Exposed (Lower leg)	male_med	AKAP17A	61.86
Small Intestine - Terminal Ileum	male_med	AKAP17A	70.05
Spleen	male_med	AKAP17A	134.05
Stomach	male_med	AKAP17A	51.64
Thyroid	male_med	AKAP17A	125.5
Whole Blood	male_med	AKAP17A	58.87
Adipose - Subcutaneous	female_med	AKAP17A	58.775
Adipose - Visceral (Omentum)	female_med	AKAP17A	45.975
Adrenal Gland	female_med	AKAP17A	46.34
Artery - Aorta	female_med	AKAP17A	55.68
Artery - Coronary	female_med	AKAP17A	51.79
Artery - Tibial	female_med	AKAP17A	50.91
Bladder	female_med	AKAP17A	52.22
Brain - Amygdala	female_med	AKAP17A	13.58
Brain - Anterior cingulate cortex (BA24)	female_med	AKAP17A	12.18
Brain - Caudate (basal ganglia)	female_med	AKAP17A	13.39
Brain - Cerebellar Hemisphere	female_med	AKAP17A	34.28
Brain - Cerebellum	female_med	AKAP17A	40.55
Brain - Cortex	female_med	AKAP17A	17.935
Brain - Frontal Cortex (BA9)	female_med	AKAP17A	16.39
Brain - Hippocampus	female_med	AKAP17A	13.725
Brain - Hypothalamus	female_med	AKAP17A	14.86
Brain - Nucleus accumbens (basal ganglia)	female_med	AKAP17A	13.675
Brain - Putamen (basal ganglia)	female_med	AKAP17A	13.17
Brain - Spinal cord (cervical c-1)	female_med	AKAP17A	22.95
Brain - Substantia nigra	female_med	AKAP17A	15.295
Breast - Mammary Tissue	female_med	AKAP17A	75.48
Cells - Cultured fibroblasts	female_med	AKAP17A	42.725
Cells - EBV-transformed lymphocytes	female_med	AKAP17A	93.01
Colon - Sigmoid	female_med	AKAP17A	54.98
Colon - Transverse	female_med	AKAP17A	51.5
Esophagus - Gastroesophageal Junction	female_med	AKAP17A	48.09
Esophagus - Mucosa	female_med	AKAP17A	47.1
Esophagus - Muscularis	female_med	AKAP17A	47.83
Heart - Atrial Appendage	female_med	AKAP17A	21.32
Heart - Left Ventricle	female_med	AKAP17A	14.605
Kidney - Cortex	female_med	AKAP17A	42.86
Kidney - Medulla	female_med	AKAP17A	23.54
Liver	female_med	AKAP17A	44.06
Lung	female_med	AKAP17A	83.72
Minor Salivary Gland	female_med	AKAP17A	58.04
Muscle - Skeletal	female_med	AKAP17A	16.72
Nerve - Tibial	female_med	AKAP17A	82.05
Pancreas	female_med	AKAP17A	37.85
Pituitary	female_med	AKAP17A	66.31
Skin - Not Sun Exposed (Suprapubic)	female_med	AKAP17A	62.19
Skin - Sun Exposed (Lower leg)	female_med	AKAP17A	61.71
Small Intestine - Terminal Ileum	female_med	AKAP17A	71.1
Spleen	female_med	AKAP17A	120.3
Stomach	female_med	AKAP17A	48.45
Thyroid	female_med	AKAP17A	117
Whole Blood	female_med	AKAP17A	59.48
Adipose - Subcutaneous	med_diff_adj	ASMT	0.312065972222222
Adipose - Visceral (Omentum)	med_diff_adj	ASMT	0.718677494199536
Adrenal Gland	med_diff_adj	ASMT	0.0860846172658352
Artery - Aorta	med_diff_adj	ASMT	0.326553672316384
Artery - Coronary	med_diff_adj	ASMT	0.494417406241054
Artery - Tibial	med_diff_adj	ASMT	0.56815578465063
Bladder	med_diff_adj	ASMT	0.52216180589883
Brain - Amygdala	med_diff_adj	ASMT	0.244165170556553
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ASMT	0.196747967479675
Brain - Caudate (basal ganglia)	med_diff_adj	ASMT	0.0415986949429038
Brain - Cerebellar Hemisphere	med_diff_adj	ASMT	0.887647663071392
Brain - Cerebellum	med_diff_adj	ASMT	0.976005273566249
Brain - Cortex	med_diff_adj	ASMT	0.252242152466368
Brain - Frontal Cortex (BA9)	med_diff_adj	ASMT	0.250797702616465
Brain - Hippocampus	med_diff_adj	ASMT	-0.151436781609195
Brain - Hypothalamus	med_diff_adj	ASMT	0.169170476812541
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ASMT	0.0941512125534951
Brain - Putamen (basal ganglia)	med_diff_adj	ASMT	0.413206801107157
Brain - Spinal cord (cervical c-1)	med_diff_adj	ASMT	0.252399774138905
Brain - Substantia nigra	med_diff_adj	ASMT	-0.0943347193347192
Breast - Mammary Tissue	med_diff_adj	ASMT	1.20637464387464
Cells - Cultured fibroblasts	med_diff_adj	ASMT	-0.108116925486102
Cells - EBV-transformed lymphocytes	med_diff_adj	ASMT	0.042541806020067
Colon - Sigmoid	med_diff_adj	ASMT	0.500666844491864
Colon - Transverse	med_diff_adj	ASMT	0.671831765356945
Esophagus - Gastroesophageal Junction	med_diff_adj	ASMT	0.531561996779388
Esophagus - Mucosa	med_diff_adj	ASMT	0.266938775510204
Esophagus - Muscularis	med_diff_adj	ASMT	0.571708533760912
Heart - Atrial Appendage	med_diff_adj	ASMT	0.68059734759835
Heart - Left Ventricle	med_diff_adj	ASMT	0.416798143851508
Kidney - Cortex	med_diff_adj	ASMT	0.600134634803096
Kidney - Medulla	med_diff_adj	ASMT	0.408667032364235
Liver	med_diff_adj	ASMT	-0.110907335907336
Lung	med_diff_adj	ASMT	0.513299784327822
Minor Salivary Gland	med_diff_adj	ASMT	0.478524743230625
Muscle - Skeletal	med_diff_adj	ASMT	1.08726287262873
Nerve - Tibial	med_diff_adj	ASMT	0.568525760925013
Pancreas	med_diff_adj	ASMT	0.903611927761445
Pituitary	med_diff_adj	ASMT	0.278676988036594
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ASMT	0.697124852304057
Skin - Sun Exposed (Lower leg)	med_diff_adj	ASMT	0.44170403587444
Small Intestine - Terminal Ileum	med_diff_adj	ASMT	0.168670559945036
Spleen	med_diff_adj	ASMT	0.637034392478876
Stomach	med_diff_adj	ASMT	0.451473577235772
Thyroid	med_diff_adj	ASMT	0.642296072507553
Whole Blood	med_diff_adj	ASMT	0.597758405977584
Adipose - Subcutaneous	male_med	ASMT	0.3456
Adipose - Visceral (Omentum)	male_med	ASMT	0.1724
Adrenal Gland	male_med	ASMT	0.4089
Artery - Aorta	male_med	ASMT	0.354
Artery - Coronary	male_med	ASMT	0.3493
Artery - Tibial	male_med	ASMT	0.3492
Bladder	male_med	ASMT	0.30345
Brain - Amygdala	male_med	ASMT	0.1114
Brain - Anterior cingulate cortex (BA24)	male_med	ASMT	0.123
Brain - Caudate (basal ganglia)	male_med	ASMT	0.1226
Brain - Cerebellar Hemisphere	male_med	ASMT	0.3894
Brain - Cerebellum	male_med	ASMT	0.37925
Brain - Cortex	male_med	ASMT	0.1784
Brain - Frontal Cortex (BA9)	male_med	ASMT	0.1567
Brain - Hippocampus	male_med	ASMT	0.174
Brain - Hypothalamus	male_med	ASMT	0.1531
Brain - Nucleus accumbens (basal ganglia)	male_med	ASMT	0.10515
Brain - Putamen (basal ganglia)	male_med	ASMT	0.12645
Brain - Spinal cord (cervical c-1)	male_med	ASMT	0.1771
Brain - Substantia nigra	male_med	ASMT	0.1924
Breast - Mammary Tissue	male_med	ASMT	0.2808
Cells - Cultured fibroblasts	male_med	ASMT	0.07663
Cells - EBV-transformed lymphocytes	male_med	ASMT	0.37375
Colon - Sigmoid	male_med	ASMT	0.3749
Colon - Transverse	male_med	ASMT	0.1807
Esophagus - Gastroesophageal Junction	male_med	ASMT	0.3105
Esophagus - Mucosa	male_med	ASMT	0.1225
Esophagus - Muscularis	male_med	ASMT	0.28065
Heart - Atrial Appendage	male_med	ASMT	0.08973
Heart - Left Ventricle	male_med	ASMT	0.053875
Kidney - Cortex	male_med	ASMT	0.14855
Kidney - Medulla	male_med	ASMT	0.1823
Liver	male_med	ASMT	0.1036
Lung	male_med	ASMT	0.2782
Minor Salivary Gland	male_med	ASMT	0.2142
Muscle - Skeletal	male_med	ASMT	0.0369
Nerve - Tibial	male_med	ASMT	0.5881
Pancreas	male_med	ASMT	0.09524
Pituitary	male_med	ASMT	1.421
Skin - Not Sun Exposed (Suprapubic)	male_med	ASMT	0.2539
Skin - Sun Exposed (Lower leg)	male_med	ASMT	0.3122
Small Intestine - Terminal Ileum	male_med	ASMT	0.2911
Spleen	male_med	ASMT	0.42015
Stomach	male_med	ASMT	0.1968
Thyroid	male_med	ASMT	0.4965
Whole Blood	male_med	ASMT	0.1606
Adipose - Subcutaneous	female_med	ASMT	0.45345
Adipose - Visceral (Omentum)	female_med	ASMT	0.2963
Adrenal Gland	female_med	ASMT	0.4441
Artery - Aorta	female_med	ASMT	0.4696
Artery - Coronary	female_med	ASMT	0.522
Artery - Tibial	female_med	ASMT	0.5476
Bladder	female_med	ASMT	0.4619
Brain - Amygdala	female_med	ASMT	0.1386
Brain - Anterior cingulate cortex (BA24)	female_med	ASMT	0.1472
Brain - Caudate (basal ganglia)	female_med	ASMT	0.1277
Brain - Cerebellar Hemisphere	female_med	ASMT	0.73505
Brain - Cerebellum	female_med	ASMT	0.7494
Brain - Cortex	female_med	ASMT	0.2234
Brain - Frontal Cortex (BA9)	female_med	ASMT	0.196
Brain - Hippocampus	female_med	ASMT	0.14765
Brain - Hypothalamus	female_med	ASMT	0.179
Brain - Nucleus accumbens (basal ganglia)	female_med	ASMT	0.11505
Brain - Putamen (basal ganglia)	female_med	ASMT	0.1787
Brain - Spinal cord (cervical c-1)	female_med	ASMT	0.2218
Brain - Substantia nigra	female_med	ASMT	0.17425
Breast - Mammary Tissue	female_med	ASMT	0.61955
Cells - Cultured fibroblasts	female_med	ASMT	0.068345
Cells - EBV-transformed lymphocytes	female_med	ASMT	0.38965
Colon - Sigmoid	female_med	ASMT	0.5626
Colon - Transverse	female_med	ASMT	0.3021
Esophagus - Gastroesophageal Junction	female_med	ASMT	0.47555
Esophagus - Mucosa	female_med	ASMT	0.1552
Esophagus - Muscularis	female_med	ASMT	0.4411
Heart - Atrial Appendage	female_med	ASMT	0.1508
Heart - Left Ventricle	female_med	ASMT	0.07633
Kidney - Cortex	female_med	ASMT	0.2377
Kidney - Medulla	female_med	ASMT	0.2568
Liver	female_med	ASMT	0.09211
Lung	female_med	ASMT	0.421
Minor Salivary Gland	female_med	ASMT	0.3167
Muscle - Skeletal	female_med	ASMT	0.07702
Nerve - Tibial	female_med	ASMT	0.92245
Pancreas	female_med	ASMT	0.1813
Pituitary	female_med	ASMT	1.817
Skin - Not Sun Exposed (Suprapubic)	female_med	ASMT	0.4309
Skin - Sun Exposed (Lower leg)	female_med	ASMT	0.4501
Small Intestine - Terminal Ileum	female_med	ASMT	0.3402
Spleen	female_med	ASMT	0.6878
Stomach	female_med	ASMT	0.28565
Thyroid	female_med	ASMT	0.8154
Whole Blood	female_med	ASMT	0.2566
Adipose - Subcutaneous	med_diff_adj	DHRSX	-0.072289156626506
Adipose - Visceral (Omentum)	med_diff_adj	DHRSX	-0.138022648083624
Adrenal Gland	med_diff_adj	DHRSX	0.0282588878760254
Artery - Aorta	med_diff_adj	DHRSX	-0.0698852772466541
Artery - Coronary	med_diff_adj	DHRSX	-0.148868971404183
Artery - Tibial	med_diff_adj	DHRSX	-0.162799804209496
Bladder	med_diff_adj	DHRSX	-0.175431553592935
Brain - Amygdala	med_diff_adj	DHRSX	-0.028783958602846
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	DHRSX	-0.206307286002796
Brain - Caudate (basal ganglia)	med_diff_adj	DHRSX	-0.195234790654638
Brain - Cerebellar Hemisphere	med_diff_adj	DHRSX	-0.35059880239521
Brain - Cerebellum	med_diff_adj	DHRSX	-0.216887208569628
Brain - Cortex	med_diff_adj	DHRSX	-0.158874458874459
Brain - Frontal Cortex (BA9)	med_diff_adj	DHRSX	-0.165828402366864
Brain - Hippocampus	med_diff_adj	DHRSX	-0.173551171393342
Brain - Hypothalamus	med_diff_adj	DHRSX	-0.163707127219654
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	DHRSX	-0.15859707132735
Brain - Putamen (basal ganglia)	med_diff_adj	DHRSX	-0.171480907425673
Brain - Spinal cord (cervical c-1)	med_diff_adj	DHRSX	-0.109958506224066
Brain - Substantia nigra	med_diff_adj	DHRSX	-0.232705076033412
Breast - Mammary Tissue	med_diff_adj	DHRSX	-0.124901806755695
Cells - Cultured fibroblasts	med_diff_adj	DHRSX	0.0367828712599505
Cells - EBV-transformed lymphocytes	med_diff_adj	DHRSX	-0.122758620689655
Colon - Sigmoid	med_diff_adj	DHRSX	-0.11858559724019
Colon - Transverse	med_diff_adj	DHRSX	-0.0809010773751225
Esophagus - Gastroesophageal Junction	med_diff_adj	DHRSX	-0.108568738229755
Esophagus - Mucosa	med_diff_adj	DHRSX	-0.0902554196179437
Esophagus - Muscularis	med_diff_adj	DHRSX	-0.0697674418604652
Heart - Atrial Appendage	med_diff_adj	DHRSX	-0.18609022556391
Heart - Left Ventricle	med_diff_adj	DHRSX	-0.0821346675005212
Kidney - Cortex	med_diff_adj	DHRSX	0.130445715722638
Kidney - Medulla	med_diff_adj	DHRSX	-0.334024179620035
Liver	med_diff_adj	DHRSX	0.0242424242424242
Lung	med_diff_adj	DHRSX	-0.0921619293712317
Minor Salivary Gland	med_diff_adj	DHRSX	-0.106834249803614
Muscle - Skeletal	med_diff_adj	DHRSX	-0.151290142936699
Nerve - Tibial	med_diff_adj	DHRSX	-0.178818112049117
Pancreas	med_diff_adj	DHRSX	-0.0801098078362864
Pituitary	med_diff_adj	DHRSX	-0.122362869198312
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	DHRSX	-0.123781676413255
Skin - Sun Exposed (Lower leg)	med_diff_adj	DHRSX	-0.0578568212516884
Small Intestine - Terminal Ileum	med_diff_adj	DHRSX	-0.0310891938250428
Spleen	med_diff_adj	DHRSX	-0.160806916426513
Stomach	med_diff_adj	DHRSX	-0.0983245149911817
Thyroid	med_diff_adj	DHRSX	-0.179010494752624
Whole Blood	med_diff_adj	DHRSX	-0.0298149417409183
Adipose - Subcutaneous	male_med	DHRSX	13.28
Adipose - Visceral (Omentum)	male_med	DHRSX	11.48
Adrenal Gland	male_med	DHRSX	10.97
Artery - Aorta	male_med	DHRSX	10.46
Artery - Coronary	male_med	DHRSX	11.715
Artery - Tibial	male_med	DHRSX	10.215
Bladder	male_med	DHRSX	12.455
Brain - Amygdala	male_med	DHRSX	3.092
Brain - Anterior cingulate cortex (BA24)	male_med	DHRSX	3.2185
Brain - Caudate (basal ganglia)	male_med	DHRSX	4.323
Brain - Cerebellar Hemisphere	male_med	DHRSX	3.34
Brain - Cerebellum	male_med	DHRSX	3.9675
Brain - Cortex	male_med	DHRSX	3.465
Brain - Frontal Cortex (BA9)	male_med	DHRSX	3.38
Brain - Hippocampus	male_med	DHRSX	3.244
Brain - Hypothalamus	male_med	DHRSX	4.111
Brain - Nucleus accumbens (basal ganglia)	male_med	DHRSX	4.234
Brain - Putamen (basal ganglia)	male_med	DHRSX	3.5485
Brain - Spinal cord (cervical c-1)	male_med	DHRSX	5.302
Brain - Substantia nigra	male_med	DHRSX	4.669
Breast - Mammary Tissue	male_med	DHRSX	12.73
Cells - Cultured fibroblasts	male_med	DHRSX	18.215
Cells - EBV-transformed lymphocytes	male_med	DHRSX	14.5
Colon - Sigmoid	male_med	DHRSX	11.595
Colon - Transverse	male_med	DHRSX	10.21
Esophagus - Gastroesophageal Junction	male_med	DHRSX	10.62
Esophagus - Mucosa	male_med	DHRSX	4.659
Esophagus - Muscularis	male_med	DHRSX	10.32
Heart - Atrial Appendage	male_med	DHRSX	10.64
Heart - Left Ventricle	male_med	DHRSX	7.1955
Kidney - Cortex	male_med	DHRSX	7.9535
Kidney - Medulla	male_med	DHRSX	11.58
Liver	male_med	DHRSX	11.55
Lung	male_med	DHRSX	11.61
Minor Salivary Gland	male_med	DHRSX	12.73
Muscle - Skeletal	male_med	DHRSX	5.387
Nerve - Tibial	male_med	DHRSX	13.03
Pancreas	male_med	DHRSX	8.014
Pituitary	male_med	DHRSX	11.85
Skin - Not Sun Exposed (Suprapubic)	male_med	DHRSX	8.208
Skin - Sun Exposed (Lower leg)	male_med	DHRSX	8.884
Small Intestine - Terminal Ileum	male_med	DHRSX	9.328
Spleen	male_med	DHRSX	10.41
Stomach	male_med	DHRSX	11.34
Thyroid	male_med	DHRSX	16.675
Whole Blood	male_med	DHRSX	7.295
Adipose - Subcutaneous	female_med	DHRSX	12.32
Adipose - Visceral (Omentum)	female_med	DHRSX	9.8955
Adrenal Gland	female_med	DHRSX	11.28
Artery - Aorta	female_med	DHRSX	9.729
Artery - Coronary	female_med	DHRSX	9.971
Artery - Tibial	female_med	DHRSX	8.552
Bladder	female_med	DHRSX	10.27
Brain - Amygdala	female_med	DHRSX	3.003
Brain - Anterior cingulate cortex (BA24)	female_med	DHRSX	2.5545
Brain - Caudate (basal ganglia)	female_med	DHRSX	3.479
Brain - Cerebellar Hemisphere	female_med	DHRSX	2.169
Brain - Cerebellum	female_med	DHRSX	3.107
Brain - Cortex	female_med	DHRSX	2.9145
Brain - Frontal Cortex (BA9)	female_med	DHRSX	2.8195
Brain - Hippocampus	female_med	DHRSX	2.681
Brain - Hypothalamus	female_med	DHRSX	3.438
Brain - Nucleus accumbens (basal ganglia)	female_med	DHRSX	3.5625
Brain - Putamen (basal ganglia)	female_med	DHRSX	2.94
Brain - Spinal cord (cervical c-1)	female_med	DHRSX	4.719
Brain - Substantia nigra	female_med	DHRSX	3.5825
Breast - Mammary Tissue	female_med	DHRSX	11.14
Cells - Cultured fibroblasts	female_med	DHRSX	18.885
Cells - EBV-transformed lymphocytes	female_med	DHRSX	12.72
Colon - Sigmoid	female_med	DHRSX	10.22
Colon - Transverse	female_med	DHRSX	9.384
Esophagus - Gastroesophageal Junction	female_med	DHRSX	9.467
Esophagus - Mucosa	female_med	DHRSX	4.2385
Esophagus - Muscularis	female_med	DHRSX	9.6
Heart - Atrial Appendage	female_med	DHRSX	8.66
Heart - Left Ventricle	female_med	DHRSX	6.6045
Kidney - Cortex	female_med	DHRSX	8.991
Kidney - Medulla	female_med	DHRSX	7.712
Liver	female_med	DHRSX	11.83
Lung	female_med	DHRSX	10.54
Minor Salivary Gland	female_med	DHRSX	11.37
Muscle - Skeletal	female_med	DHRSX	4.572
Nerve - Tibial	female_med	DHRSX	10.7
Pancreas	female_med	DHRSX	7.372
Pituitary	female_med	DHRSX	10.4
Skin - Not Sun Exposed (Suprapubic)	female_med	DHRSX	7.192
Skin - Sun Exposed (Lower leg)	female_med	DHRSX	8.37
Small Intestine - Terminal Ileum	female_med	DHRSX	9.038
Spleen	female_med	DHRSX	8.736
Stomach	female_med	DHRSX	10.225
Thyroid	female_med	DHRSX	13.69
Whole Blood	female_med	DHRSX	7.0775
Adipose - Subcutaneous	med_diff_adj	ZBED1	-0.215791785635845
Adipose - Visceral (Omentum)	med_diff_adj	ZBED1	-0.217149595687332
Adrenal Gland	med_diff_adj	ZBED1	-0.0183391003460207
Artery - Aorta	med_diff_adj	ZBED1	-0.101907499346747
Artery - Coronary	med_diff_adj	ZBED1	-0.18212566671003
Artery - Tibial	med_diff_adj	ZBED1	-0.212121212121212
Bladder	med_diff_adj	ZBED1	-0.098045656101166
Brain - Amygdala	med_diff_adj	ZBED1	-0.17162761241292
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ZBED1	-0.256681168427595
Brain - Caudate (basal ganglia)	med_diff_adj	ZBED1	-0.242909987669544
Brain - Cerebellar Hemisphere	med_diff_adj	ZBED1	-0.488403041825095
Brain - Cerebellum	med_diff_adj	ZBED1	-0.394862385321101
Brain - Cortex	med_diff_adj	ZBED1	-0.256706996317728
Brain - Frontal Cortex (BA9)	med_diff_adj	ZBED1	-0.238448844884489
Brain - Hippocampus	med_diff_adj	ZBED1	-0.255438596491228
Brain - Hypothalamus	med_diff_adj	ZBED1	-0.264965197215777
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ZBED1	-0.219940476190476
Brain - Putamen (basal ganglia)	med_diff_adj	ZBED1	-0.134306023194912
Brain - Spinal cord (cervical c-1)	med_diff_adj	ZBED1	-0.255041518386714
Brain - Substantia nigra	med_diff_adj	ZBED1	-0.189924568965517
Breast - Mammary Tissue	med_diff_adj	ZBED1	-0.162625987469354
Cells - Cultured fibroblasts	med_diff_adj	ZBED1	-0.0782905150371362
Cells - EBV-transformed lymphocytes	med_diff_adj	ZBED1	-0.105438217196075
Colon - Sigmoid	med_diff_adj	ZBED1	-0.150175791059769
Colon - Transverse	med_diff_adj	ZBED1	-0.121799307958478
Esophagus - Gastroesophageal Junction	med_diff_adj	ZBED1	-0.0768864933417881
Esophagus - Mucosa	med_diff_adj	ZBED1	-0.136255359695093
Esophagus - Muscularis	med_diff_adj	ZBED1	-0.0682352941176471
Heart - Atrial Appendage	med_diff_adj	ZBED1	-0.263179742631797
Heart - Left Ventricle	med_diff_adj	ZBED1	-0.0912774990351215
Kidney - Cortex	med_diff_adj	ZBED1	0.143557422969188
Kidney - Medulla	med_diff_adj	ZBED1	-0.37295918367347
Liver	med_diff_adj	ZBED1	0.0184294871794872
Lung	med_diff_adj	ZBED1	-0.141203703703704
Minor Salivary Gland	med_diff_adj	ZBED1	-0.0595686408764123
Muscle - Skeletal	med_diff_adj	ZBED1	-0.335704011507112
Nerve - Tibial	med_diff_adj	ZBED1	-0.246602624179944
Pancreas	med_diff_adj	ZBED1	-0.145869947275923
Pituitary	med_diff_adj	ZBED1	-0.17602523659306
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ZBED1	-0.19173024858479
Skin - Sun Exposed (Lower leg)	med_diff_adj	ZBED1	-0.150255612358302
Small Intestine - Terminal Ileum	med_diff_adj	ZBED1	-0.0926527958387516
Spleen	med_diff_adj	ZBED1	-0.173433962264151
Stomach	med_diff_adj	ZBED1	-0.108315098468271
Thyroid	med_diff_adj	ZBED1	-0.185786491039975
Whole Blood	med_diff_adj	ZBED1	0.0675763482781026
Adipose - Subcutaneous	male_med	ZBED1	45.53
Adipose - Visceral (Omentum)	male_med	ZBED1	29.68
Adrenal Gland	male_med	ZBED1	28.9
Artery - Aorta	male_med	ZBED1	38.27
Artery - Coronary	male_med	ZBED1	38.435
Artery - Tibial	male_med	ZBED1	36.96
Bladder	male_med	ZBED1	30.445
Brain - Amygdala	male_med	ZBED1	15.79
Brain - Anterior cingulate cortex (BA24)	male_med	ZBED1	16.09
Brain - Caudate (basal ganglia)	male_med	ZBED1	16.22
Brain - Cerebellar Hemisphere	male_med	ZBED1	26.3
Brain - Cerebellum	male_med	ZBED1	27.25
Brain - Cortex	male_med	ZBED1	19.01
Brain - Frontal Cortex (BA9)	male_med	ZBED1	18.18
Brain - Hippocampus	male_med	ZBED1	14.25
Brain - Hypothalamus	male_med	ZBED1	21.55
Brain - Nucleus accumbens (basal ganglia)	male_med	ZBED1	16.8
Brain - Putamen (basal ganglia)	male_med	ZBED1	13.365
Brain - Spinal cord (cervical c-1)	male_med	ZBED1	21.075
Brain - Substantia nigra	male_med	ZBED1	18.56
Breast - Mammary Tissue	male_med	ZBED1	36.71
Cells - Cultured fibroblasts	male_med	ZBED1	41.065
Cells - EBV-transformed lymphocytes	male_med	ZBED1	60.13
Colon - Sigmoid	male_med	ZBED1	29.865
Colon - Transverse	male_med	ZBED1	28.9
Esophagus - Gastroesophageal Junction	male_med	ZBED1	31.54
Esophagus - Mucosa	male_med	ZBED1	20.99
Esophagus - Muscularis	male_med	ZBED1	29.75
Heart - Atrial Appendage	male_med	ZBED1	24.09
Heart - Left Ventricle	male_med	ZBED1	25.91
Kidney - Cortex	male_med	ZBED1	14.28
Kidney - Medulla	male_med	ZBED1	19.6
Liver	male_med	ZBED1	24.96
Lung	male_med	ZBED1	30.24
Minor Salivary Gland	male_med	ZBED1	29.21
Muscle - Skeletal	male_med	ZBED1	62.57
Nerve - Tibial	male_med	ZBED1	42.68
Pancreas	male_med	ZBED1	17.07
Pituitary	male_med	ZBED1	23.775
Skin - Not Sun Exposed (Suprapubic)	male_med	ZBED1	40.63
Skin - Sun Exposed (Lower leg)	male_med	ZBED1	44.99
Small Intestine - Terminal Ileum	male_med	ZBED1	30.76
Spleen	male_med	ZBED1	33.125
Stomach	male_med	ZBED1	22.85
Thyroid	male_med	ZBED1	32.645
Whole Blood	male_med	ZBED1	15.39
Adipose - Subcutaneous	female_med	ZBED1	35.705
Adipose - Visceral (Omentum)	female_med	ZBED1	23.235
Adrenal Gland	female_med	ZBED1	28.37
Artery - Aorta	female_med	ZBED1	34.37
Artery - Coronary	female_med	ZBED1	31.435
Artery - Tibial	female_med	ZBED1	29.12
Bladder	female_med	ZBED1	27.46
Brain - Amygdala	female_med	ZBED1	13.08
Brain - Anterior cingulate cortex (BA24)	female_med	ZBED1	11.96
Brain - Caudate (basal ganglia)	female_med	ZBED1	12.28
Brain - Cerebellar Hemisphere	female_med	ZBED1	13.455
Brain - Cerebellum	female_med	ZBED1	16.49
Brain - Cortex	female_med	ZBED1	14.13
Brain - Frontal Cortex (BA9)	female_med	ZBED1	13.845
Brain - Hippocampus	female_med	ZBED1	10.61
Brain - Hypothalamus	female_med	ZBED1	15.84
Brain - Nucleus accumbens (basal ganglia)	female_med	ZBED1	13.105
Brain - Putamen (basal ganglia)	female_med	ZBED1	11.57
Brain - Spinal cord (cervical c-1)	female_med	ZBED1	15.7
Brain - Substantia nigra	female_med	ZBED1	15.035
Breast - Mammary Tissue	female_med	ZBED1	30.74
Cells - Cultured fibroblasts	female_med	ZBED1	37.85
Cells - EBV-transformed lymphocytes	female_med	ZBED1	53.79
Colon - Sigmoid	female_med	ZBED1	25.38
Colon - Transverse	female_med	ZBED1	25.38
Esophagus - Gastroesophageal Junction	female_med	ZBED1	29.115
Esophagus - Mucosa	female_med	ZBED1	18.13
Esophagus - Muscularis	female_med	ZBED1	27.72
Heart - Atrial Appendage	female_med	ZBED1	17.75
Heart - Left Ventricle	female_med	ZBED1	23.545
Kidney - Cortex	female_med	ZBED1	16.33
Kidney - Medulla	female_med	ZBED1	12.29
Liver	female_med	ZBED1	25.42
Lung	female_med	ZBED1	25.97
Minor Salivary Gland	female_med	ZBED1	27.47
Muscle - Skeletal	female_med	ZBED1	41.565
Nerve - Tibial	female_med	ZBED1	32.155
Pancreas	female_med	ZBED1	14.58
Pituitary	female_med	ZBED1	19.59
