Gene	Tissue	mean_ASE
SMIM10L2B	Artery - Tibial	0.0714285714285714
XIAP	Artery - Tibial	0.0265645371577575
KANTR	Artery - Tibial	0
PRPS2	Artery - Tibial	0.0871040723981898
XG	Artery - Tibial	0.16
SRPK3	Artery - Tibial	0.0307692307692308
SLC25A43	Artery - Tibial	0.0245098039215687
ACOT9	Artery - Tibial	0.0178571428571428
CD99	Artery - Tibial	0.283131682611143
THOC2	Artery - Tibial	0.142857142857143
PRICKLE3	Artery - Tibial	0.0555555555555556
OFD1	Artery - Tibial	0.153846153846154
BCOR	Artery - Tibial	0
GTPBP6	Artery - Tibial	0.463473633284955
AKAP17A	Artery - Tibial	0.475701717637201
MSL3	Artery - Tibial	0.15
LINC01278	Artery - Tibial	0.0468253968253968
GPR173	Artery - Tibial	0
MED14	Artery - Tibial	0.0444664031620553
TMSB4X	Artery - Tibial	0.0416666666666667
FTX	Artery - Tibial	0.0416666666666667
OGT	Artery - Tibial	0.0268817204301075
ATRX	Artery - Tibial	0.0608333333333334
USP9X	Artery - Tibial	0.136363636363636
UBL4A	Artery - Tibial	0.0847457627118644
DIPK2B	Artery - Tibial	0.0625
STK26	Artery - Tibial	0
NUDT11	Artery - Tibial	0
ELF4	Artery - Tibial	0
VMA21	Artery - Tibial	0.0064102564102564
C1GALT1C1	Artery - Tibial	0.0175438596491228
ZMYM3	Artery - Tibial	0.0344827586206897
ATP7A	Artery - Tibial	0
RTL5	Artery - Tibial	0.032258064516129
LAS1L	Artery - Tibial	0
BCORL1	Artery - Tibial	0
HDAC8	Artery - Tibial	0.0588235294117647
MAMLD1	Artery - Tibial	0.0695970695970694
HCCS	Artery - Tibial	0.0416666666666667
ARSD	Artery - Tibial	0.103333333333333
CCDC22	Artery - Tibial	0.03
UBQLN2	Artery - Tibial	0.0343468468468468
MAP7D3	Artery - Tibial	0
WDR45	Artery - Tibial	0
SNX12	Artery - Tibial	0.0253493524199046
MCTS1	Artery - Tibial	0
GAB3	Artery - Tibial	0.0416666666666667
BEX4	Artery - Tibial	0.0308641975308642
FAM3A	Artery - Tibial	0.0281286436066848
LAMP2	Artery - Tibial	0.0671262699564585
LONRF3	Artery - Tibial	0
CFP	Brain - Anterior cingulate cortex BA24	0.142857142857143
SNX12	Brain - Anterior cingulate cortex BA24	0.0117647058823529
FAM3A	Brain - Anterior cingulate cortex BA24	0.032051282051282
ANOS1	Brain - Anterior cingulate cortex BA24	0
GTPBP6	Brain - Anterior cingulate cortex BA24	0.470588235294118
PRKX	Brain - Anterior cingulate cortex BA24	0.111111111111111
RTL5	Brain - Anterior cingulate cortex BA24	0
DKC1	Brain - Anterior cingulate cortex BA24	0
MAMLD1	Brain - Anterior cingulate cortex BA24	0
WWC3	Brain - Anterior cingulate cortex BA24	0
BCORL1	Brain - Anterior cingulate cortex BA24	0.0833333333333333
DACH2	Brain - Anterior cingulate cortex BA24	0
SYTL5	Brain - Anterior cingulate cortex BA24	0
BEX4	Brain - Anterior cingulate cortex BA24	0.0171673819742489
AKAP17A	Brain - Anterior cingulate cortex BA24	0.4
MPP1	Brain - Anterior cingulate cortex BA24	0.1
PUDP	Brain - Anterior cingulate cortex BA24	0.214285714285714
GRIA3	Brain - Anterior cingulate cortex BA24	0
MAP7D2	Brain - Anterior cingulate cortex BA24	0
ARAF	Brain - Anterior cingulate cortex BA24	0
GPM6B	Brain - Anterior cingulate cortex BA24	0.0192307692307692
LAMP2	Brain - Anterior cingulate cortex BA24	0.0476190476190476
GPR143	Brain - Anterior cingulate cortex BA24	0.0344827586206897
GRIPAP1	Brain - Anterior cingulate cortex BA24	0
NAP1L3	Brain - Anterior cingulate cortex BA24	0.151515151515152
HCCS	Brain - Anterior cingulate cortex BA24	0
TBL1X	Brain - Anterior cingulate cortex BA24	0.0277777777777778
PHF6	Brain - Anterior cingulate cortex BA24	0
SMIM10	Brain - Anterior cingulate cortex BA24	0
CD99	Brain - Anterior cingulate cortex BA24	0.0539568345323741
TMEM164	Brain - Anterior cingulate cortex BA24	0.0416666666666667
TAB3	Brain - Anterior cingulate cortex BA24	0
CXorf38	Brain - Anterior cingulate cortex BA24	0.0909090909090909
KANTR	Brain - Anterior cingulate cortex BA24	0
SLC25A43	Brain - Anterior cingulate cortex BA24	0
TIMM17B	Brain - Anterior cingulate cortex BA24	0.0113636363636364
PCYT1B	Brain - Anterior cingulate cortex BA24	0
L1CAM	Brain - Anterior cingulate cortex BA24	0.037037037037037
DYNLT3	Brain - Anterior cingulate cortex BA24	0.0208333333333333
PCSK1N	Brain - Anterior cingulate cortex BA24	0
CHST7	Brain - Anterior cingulate cortex BA24	0.0555555555555556
CD99L2	Brain - Anterior cingulate cortex BA24	0.0141843971631206
SLC25A5	Brain - Anterior cingulate cortex BA24	0.0227743271221532
UBQLN2	Brain - Anterior cingulate cortex BA24	0
PJA1	Brain - Anterior cingulate cortex BA24	0
PLXNB3	Brain - Anterior cingulate cortex BA24	0.0133333333333333
C1GALT1C1	Brain - Anterior cingulate cortex BA24	0.0769230769230769
MAOA	Brain - Anterior cingulate cortex BA24	0.0238095238095238
UBL4A	Brain - Anterior cingulate cortex BA24	0.0196078431372549
CCDC22	Brain - Anterior cingulate cortex BA24	0
TSR2	Brain - Anterior cingulate cortex BA24	0.00689655172413793
ARSD	Brain - Anterior cingulate cortex BA24	0
PRRG3	Brain - Anterior cingulate cortex BA24	0.0555555555555556
LINC01278	Brain - Anterior cingulate cortex BA24	0
EFHC2	Brain - Anterior cingulate cortex BA24	0
TCEAL6	Brain - Anterior cingulate cortex BA24	0.0147058823529412
NKAP	Brain - Anterior cingulate cortex BA24	0
RGN	Brain - Anterior cingulate cortex BA24	0.0666666666666667
FAM199X	Brain - Anterior cingulate cortex BA24	0.024390243902439
PNMA3	Brain - Anterior cingulate cortex BA24	0.0196078431372549
INTS6L	Brain - Anterior cingulate cortex BA24	0
PDZD4	Brain - Anterior cingulate cortex BA24	0.00484261501210654
RTL8B	Brain - Anterior cingulate cortex BA24	0
RBBP7	Brain - Anterior cingulate cortex BA24	0
SLC25A6	Brain - Anterior cingulate cortex BA24	0.442622950819672
TMEM47	Brain - Anterior cingulate cortex BA24	0
BGN	Brain - Anterior cingulate cortex BA24	0
USP9X	Brain - Anterior cingulate cortex BA24	0.111111111111111
TXLNG	Brain - Anterior cingulate cortex BA24	0.181818181818182
XIAP	Brain - Anterior cingulate cortex BA24	0
ZMYM3	Brain - Anterior cingulate cortex BA24	0.0294117647058824
PGK1	Brain - Anterior cingulate cortex BA24	0
KRBOX4	Brain - Anterior cingulate cortex BA24	0
HTATSF1	Brain - Anterior cingulate cortex BA24	0.018018018018018
GPR173	Brain - Anterior cingulate cortex BA24	0
IDS	Brain - Anterior cingulate cortex BA24	0.0102040816326531
CLCN4	Brain - Anterior cingulate cortex BA24	0
PLXNA3	Brain - Anterior cingulate cortex BA24	0
SMIM10L2A	Brain - Anterior cingulate cortex BA24	0
SLITRK2	Brain - Anterior cingulate cortex BA24	0
NLGN4X	Brain - Anterior cingulate cortex BA24	0.142857142857143
DLG3	Brain - Anterior cingulate cortex BA24	0
RAB39B	Brain - Anterior cingulate cortex BA24	0.0833333333333333
LAS1L	Brain - Anterior cingulate cortex BA24	0
IDH3G	Brain - Anterior cingulate cortex BA24	0
CSAG1	Brain - Anterior cingulate cortex BA24	0
SMIM10L2B	Brain - Anterior cingulate cortex BA24	0.0188679245283019
DIPK2B	Brain - Anterior cingulate cortex BA24	0
HDAC8	Brain - Anterior cingulate cortex BA24	0
ASMTL	Brain - Anterior cingulate cortex BA24	0.435897435897436
ACOT9	Brain - Anterior cingulate cortex BA24	0
PRPS2	Brain - Anterior cingulate cortex BA24	0
SLC9A7	Brain - Anterior cingulate cortex BA24	0
MTMR1	Brain - Anterior cingulate cortex BA24	0
VMA21	Brain - Anterior cingulate cortex BA24	0
NLGN3	Brain - Anterior cingulate cortex BA24	0.0769230769230769
TFE3	Brain - Anterior cingulate cortex BA24	0
G6PD	Brain - Anterior cingulate cortex BA24	0.0294117647058824
GPM6B	Brain - Caudate basal ganglia	0.0703125
SNX12	Brain - Caudate basal ganglia	0.0297029702970297
SPRY3	Brain - Caudate basal ganglia	0
SPIN3	Brain - Caudate basal ganglia	0
FUNDC2	Brain - Caudate basal ganglia	0
SYTL5	Brain - Caudate basal ganglia	0
HTR2C	Brain - Caudate basal ganglia	0
SLC25A43	Brain - Caudate basal ganglia	0
RTL5	Brain - Caudate basal ganglia	0
GTPBP6	Brain - Caudate basal ganglia	0.414634146341463
HTATSF1	Brain - Caudate basal ganglia	0.0171428571428571
LHFPL1	Brain - Caudate basal ganglia	0
FAM3A	Brain - Caudate basal ganglia	0.0357142857142857
DKC1	Brain - Caudate basal ganglia	0.0136986301369863
ANOS1	Brain - Caudate basal ganglia	0
HCCS	Brain - Caudate basal ganglia	0
MAOA	Brain - Caudate basal ganglia	0.072463768115942
AKAP17A	Brain - Caudate basal ganglia	0.433333333333333
CLIC2	Brain - Caudate basal ganglia	0
C1GALT1C1	Brain - Caudate basal ganglia	0
PUDP	Brain - Caudate basal ganglia	0.125
BCORL1	Brain - Caudate basal ganglia	0
CCDC22	Brain - Caudate basal ganglia	0.0416666666666667
KANTR	Brain - Caudate basal ganglia	0
DYNLT3	Brain - Caudate basal ganglia	0.0117647058823529
CD99P1	Brain - Caudate basal ganglia	0.294117647058824
WWC3	Brain - Caudate basal ganglia	0
COL4A6	Brain - Caudate basal ganglia	0
SLC25A14	Brain - Caudate basal ganglia	0.0833333333333333
LAMP2	Brain - Caudate basal ganglia	0.0192307692307692
FAM199X	Brain - Caudate basal ganglia	0.0238095238095238
TCEAL6	Brain - Caudate basal ganglia	0.0303030303030303
IGSF1	Brain - Caudate basal ganglia	0
GPC4	Brain - Caudate basal ganglia	0.0588235294117647
NHSL2	Brain - Caudate basal ganglia	0
SLC25A5	Brain - Caudate basal ganglia	0.0239651416122004
PHF6	Brain - Caudate basal ganglia	0
TMEM47	Brain - Caudate basal ganglia	0.0208333333333333
MAP7D2	Brain - Caudate basal ganglia	0
HDAC8	Brain - Caudate basal ganglia	0
IDS	Brain - Caudate basal ganglia	0.0283018867924528
TMSB4X	Brain - Caudate basal ganglia	0
PGK1	Brain - Caudate basal ganglia	0
ZNF81	Brain - Caudate basal ganglia	0
PDZD4	Brain - Caudate basal ganglia	0.0174927113702624
PTCHD1	Brain - Caudate basal ganglia	0
TSR2	Brain - Caudate basal ganglia	0.0179640718562874
STS	Brain - Caudate basal ganglia	0
CFP	Brain - Caudate basal ganglia	0
THOC2	Brain - Caudate basal ganglia	0
CHST7	Brain - Caudate basal ganglia	0
USP9X	Brain - Caudate basal ganglia	0.133333333333333
MED14	Brain - Caudate basal ganglia	0
PRPS2	Brain - Caudate basal ganglia	0
NUDT11	Brain - Caudate basal ganglia	0
CD99L2	Brain - Caudate basal ganglia	0.0246913580246914
PLXNB3	Brain - Caudate basal ganglia	0.117647058823529
UBL4A	Brain - Caudate basal ganglia	0.0517241379310345
NAP1L3	Brain - Caudate basal ganglia	0.166666666666667
GRIPAP1	Brain - Caudate basal ganglia	0.0217391304347826
SYP	Brain - Caudate basal ganglia	0.125
SMIM10	Brain - Caudate basal ganglia	0.0333333333333333
EFHC2	Brain - Caudate basal ganglia	0.326923076923077
CD99	Brain - Caudate basal ganglia	0.276442307692308
LINC01278	Brain - Caudate basal ganglia	0.0476190476190476
UBQLN2	Brain - Caudate basal ganglia	0
PJA1	Brain - Caudate basal ganglia	0
TRMT2B	Brain - Caudate basal ganglia	0
ARMCX4	Brain - Caudate basal ganglia	0
ATP2B3	Brain - Caudate basal ganglia	0
MED12	Brain - Caudate basal ganglia	0
MAGEE1	Brain - Caudate basal ganglia	0
BRWD3	Brain - Caudate basal ganglia	0
PLXNB3-AS1	Brain - Caudate basal ganglia	0.125
CXorf38	Brain - Caudate basal ganglia	0
PRKX	Brain - Caudate basal ganglia	0.148148148148148
ZNF41	Brain - Caudate basal ganglia	0
CYBB	Brain - Caudate basal ganglia	0
MSL3	Brain - Caudate basal ganglia	0
SLC25A5-AS1	Brain - Caudate basal ganglia	0
XIAP	Brain - Caudate basal ganglia	0.0277777777777778
DACH2	Brain - Caudate basal ganglia	0
RGN	Brain - Caudate basal ganglia	0.02
NKAP	Brain - Caudate basal ganglia	0
INTS6L	Brain - Caudate basal ganglia	0.025
RTL8B	Brain - Caudate basal ganglia	0.111111111111111
PCYT1B	Brain - Caudate basal ganglia	0
IL3RA	Brain - Caudate basal ganglia	0.3
POLA1	Brain - Caudate basal ganglia	0
TBL1X	Brain - Caudate basal ganglia	0.0540540540540541
LAS1L	Brain - Caudate basal ganglia	0.05
MTMR1	Brain - Caudate basal ganglia	0.0277777777777778
REPS2	Brain - Caudate basal ganglia	0
PLCXD1	Brain - Caudate basal ganglia	0.1
DLG3	Brain - Caudate basal ganglia	0
NLGN4X	Brain - Caudate basal ganglia	0.130434782608696
KRBOX4	Brain - Caudate basal ganglia	0
GAB3	Brain - Caudate basal ganglia	0
SASH3	Brain - Caudate basal ganglia	0
TMEM164	Brain - Caudate basal ganglia	0.04
L1CAM	Brain - Caudate basal ganglia	0.024390243902439
MPP1	Brain - Caudate basal ganglia	0.142857142857143
RAB39B	Brain - Caudate basal ganglia	0.2
MAMLD1	Brain - Caudate basal ganglia	0.0256410256410256
ARSD	Brain - Caudate basal ganglia	0.08
GPR173	Brain - Caudate basal ganglia	0.0476190476190476
RPGR	Brain - Caudate basal ganglia	0.0238095238095238
ACOT9	Brain - Caudate basal ganglia	0.0217391304347826
TAB3	Brain - Caudate basal ganglia	0.0689655172413793
CSF2RA	Brain - Caudate basal ganglia	0.481481481481481
GPR143	Brain - Caudate basal ganglia	0.0517241379310345
RBBP7	Brain - Caudate basal ganglia	0.0666666666666667
SLC25A6	Brain - Caudate basal ganglia	0.481060606060606
BCOR	Brain - Caudate basal ganglia	0
SEPTIN6	Brain - Caudate basal ganglia	0
PQBP1	Brain - Caudate basal ganglia	0
BEX4	Brain - Caudate basal ganglia	0.0225352112676056
VMA21	Brain - Caudate basal ganglia	0.0384615384615385
BTK	Brain - Caudate basal ganglia	0
ASMTL	Brain - Caudate basal ganglia	0.484848484848485
XK	Brain - Caudate basal ganglia	0
TXLNG	Brain - Caudate basal ganglia	0.305555555555556
MOSPD2	Brain - Caudate basal ganglia	0
SMIM10L2A	Brain - Caudate basal ganglia	0
BGN	Brain - Caudate basal ganglia	0.0108695652173913
TM9SF5P	Brain - Caudate basal ganglia	0
ZMYM3	Brain - Caudate basal ganglia	0.0714285714285714
ARHGAP4	Brain - Caudate basal ganglia	0.0196078431372549
ZNF630	Brain - Caudate basal ganglia	0
PCSK1N	Brain - Caudate basal ganglia	0.0134831460674157
TIMM17B	Brain - Caudate basal ganglia	0.012987012987013
STARD8	Brain - Caudate basal ganglia	0
APOOL	Brain - Caudate basal ganglia	0
PLXNA3	Brain - Caudate basal ganglia	0.012987012987013
TFE3	Brain - Caudate basal ganglia	0.015625
LINC00106	Brain - Caudate basal ganglia	0.4
SLITRK2	Brain - Caudate basal ganglia	0.1
PRRG3	Brain - Caudate basal ganglia	0
SSR4	Brain - Caudate basal ganglia	0.0909090909090909
SHROOM4	Brain - Caudate basal ganglia	0
CLCN4	Brain - Caudate basal ganglia	0
SMIM10L2B	Brain - Caudate basal ganglia	0
OGT	Brain - Caudate basal ganglia	0
GRIA3	Brain - Caudate basal ganglia	0
DIPK2B	Brain - Caudate basal ganglia	0.03125
PNMA3	Brain - Caudate basal ganglia	0
NLGN3	Brain - Caudate basal ganglia	0
G6PD	Brain - Caudate basal ganglia	0.0657894736842105
RAB9B	Brain - Caudate basal ganglia	0.0909090909090909
IDH3G	Brain - Caudate basal ganglia	0
SLC9A7	Brain - Caudate basal ganglia	0.0173913043478261
HDAC6	Brain - Cerebellar Hemisphere	0.0909090909090909
SLC25A5	Brain - Cerebellar Hemisphere	0.0244565217391304
SYP	Brain - Cerebellar Hemisphere	0.0273972602739726
GRIPAP1	Brain - Cerebellar Hemisphere	0.0273972602739726
UBL4A	Brain - Cerebellar Hemisphere	0.0175438596491228
LONRF3	Brain - Cerebellar Hemisphere	0
LINC01278	Brain - Cerebellar Hemisphere	0.0784313725490196
PDZD4	Brain - Cerebellar Hemisphere	0.064367816091954
SPRY3	Brain - Cerebellar Hemisphere	0.0303030303030303
CSTF2	Brain - Cerebellar Hemisphere	0
THOC2	Brain - Cerebellar Hemisphere	0
FRMPD3	Brain - Cerebellar Hemisphere	0.075
OGT	Brain - Cerebellar Hemisphere	0.0333333333333333
FAM199X	Brain - Cerebellar Hemisphere	0.02
RTL8B	Brain - Cerebellar Hemisphere	0
SLC25A14	Brain - Cerebellar Hemisphere	0.0666666666666667
ZMYM3	Brain - Cerebellar Hemisphere	0.0363636363636364
SLC25A6	Brain - Cerebellar Hemisphere	0.36624203821656
PUDP	Brain - Cerebellar Hemisphere	0.2
CFP	Brain - Cerebellar Hemisphere	0.0344827586206897
TBL1X	Brain - Cerebellar Hemisphere	0.0625
ZNF41	Brain - Cerebellar Hemisphere	0
GTPBP6	Brain - Cerebellar Hemisphere	0.43298969072165
GPM6B	Brain - Cerebellar Hemisphere	0.0555555555555556
DYNLT3	Brain - Cerebellar Hemisphere	0.0297029702970297
TMSB4X	Brain - Cerebellar Hemisphere	0.0833333333333333
CD99L2	Brain - Cerebellar Hemisphere	0.0494296577946768
RBBP7	Brain - Cerebellar Hemisphere	0
KANTR	Brain - Cerebellar Hemisphere	0.106666666666667
NAP1L3	Brain - Cerebellar Hemisphere	0.0514469453376206
MCTS1	Brain - Cerebellar Hemisphere	0.0625
FTX	Brain - Cerebellar Hemisphere	0
PCSK1N	Brain - Cerebellar Hemisphere	0.0125628140703518
RAB28P5	Brain - Cerebellar Hemisphere	0
LAMP2	Brain - Cerebellar Hemisphere	0.037037037037037
CHST7	Brain - Cerebellar Hemisphere	0.142857142857143
BCORL1	Brain - Cerebellar Hemisphere	0.0416666666666667
IDS	Brain - Cerebellar Hemisphere	0.0576368876080692
ARMCX4	Brain - Cerebellar Hemisphere	0
PLCXD1	Brain - Cerebellar Hemisphere	0.444444444444444
PRPS2	Brain - Cerebellar Hemisphere	0
PJA1	Brain - Cerebellar Hemisphere	0.0327868852459016
MAGEE1	Brain - Cerebellar Hemisphere	0.0714285714285714
PHF6	Brain - Cerebellar Hemisphere	0.0303030303030303
CCDC22	Brain - Cerebellar Hemisphere	0.0731707317073171
RTL5	Brain - Cerebellar Hemisphere	0.0296296296296296
SNX12	Brain - Cerebellar Hemisphere	0.0588235294117647
ASMTL	Brain - Cerebellar Hemisphere	0.130434782608696
PABPC1L2A	Brain - Cerebellar Hemisphere	0.1
UBQLN2	Brain - Cerebellar Hemisphere	0.0446428571428571
SLC25A43	Brain - Cerebellar Hemisphere	0.0714285714285714
PRKX	Brain - Cerebellar Hemisphere	0
NUDT11	Brain - Cerebellar Hemisphere	0.0303030303030303
CLIC2	Brain - Cerebellar Hemisphere	0
NKAP	Brain - Cerebellar Hemisphere	0
RGN	Brain - Cerebellar Hemisphere	0.0769230769230769
SRPK3	Brain - Cerebellar Hemisphere	0.0816326530612245
SLC35A2	Brain - Cerebellar Hemisphere	0
NHSL2	Brain - Cerebellar Hemisphere	0
MPP1	Brain - Cerebellar Hemisphere	0.0363636363636364
AKAP17A	Brain - Cerebellar Hemisphere	0.466666666666667
SMIM10	Brain - Cerebellar Hemisphere	0
USP9X	Brain - Cerebellar Hemisphere	0.12
HDAC8	Brain - Cerebellar Hemisphere	0.0333333333333333
VMA21	Brain - Cerebellar Hemisphere	0.0344827586206897
XIAP	Brain - Cerebellar Hemisphere	0.0641025641025641
CASK	Brain - Cerebellar Hemisphere	0.0625
NDUFB11	Brain - Cerebellar Hemisphere	0
HTATSF1	Brain - Cerebellar Hemisphere	0.0268817204301075
PLXNB3	Brain - Cerebellar Hemisphere	0.0384615384615385
TCEAL6	Brain - Cerebellar Hemisphere	0.0367892976588629
CXorf38	Brain - Cerebellar Hemisphere	0.032258064516129
FAM3A	Brain - Cerebellar Hemisphere	0.0397350993377483
MAMLD1	Brain - Cerebellar Hemisphere	0
SSR4	Brain - Cerebellar Hemisphere	0.0487804878048781
GPR173	Brain - Cerebellar Hemisphere	0.0740740740740741
HS6ST2	Brain - Cerebellar Hemisphere	0
PLXNA3	Brain - Cerebellar Hemisphere	0.0416666666666667
LINC00106	Brain - Cerebellar Hemisphere	0.125
TAB3	Brain - Cerebellar Hemisphere	0.0810810810810811
KRBOX4	Brain - Cerebellar Hemisphere	0.0833333333333333
ATP2B3	Brain - Cerebellar Hemisphere	0.0537634408602151
C1GALT1C1	Brain - Cerebellar Hemisphere	0
AVPR2	Brain - Cerebellar Hemisphere	0.0909090909090909
BRWD3	Brain - Cerebellar Hemisphere	0
SEPTIN6	Brain - Cerebellar Hemisphere	0
PQBP1	Brain - Cerebellar Hemisphere	0.0434782608695652
BEX4	Brain - Cerebellar Hemisphere	0.0358490566037736
REPS2	Brain - Cerebellar Hemisphere	0
LAS1L	Brain - Cerebellar Hemisphere	0.0638297872340425
ACOT9	Brain - Cerebellar Hemisphere	0
MED14	Brain - Cerebellar Hemisphere	0.222222222222222
XK	Brain - Cerebellar Hemisphere	0.04
WWC3	Brain - Cerebellar Hemisphere	0.0462962962962963
GPR143	Brain - Cerebellar Hemisphere	0.1
CLCN4	Brain - Cerebellar Hemisphere	0.0727272727272727
PGK1	Brain - Cerebellar Hemisphere	0.111111111111111
BGN	Brain - Cerebellar Hemisphere	0
PTCHD1	Brain - Cerebellar Hemisphere	0
HCCS	Brain - Cerebellar Hemisphere	0.0303030303030303
DKC1	Brain - Cerebellar Hemisphere	0.0434782608695652
G6PD	Brain - Cerebellar Hemisphere	0.025
RAB39B	Brain - Cerebellar Hemisphere	0
GRIA3	Brain - Cerebellar Hemisphere	0.0416666666666667
MORF4L2-AS1	Brain - Cerebellar Hemisphere	0.0666666666666667
TFE3	Brain - Cerebellar Hemisphere	0.0517241379310345
DLG3	Brain - Cerebellar Hemisphere	0.0806451612903226
SMIM10L2A	Brain - Cerebellar Hemisphere	0.037037037037037
ARHGAP4	Brain - Cerebellar Hemisphere	0.0099009900990099
NLGN4X	Brain - Cerebellar Hemisphere	0.0238095238095238
MED12	Brain - Cerebellar Hemisphere	0
L1CAM	Brain - Cerebellar Hemisphere	0.0560897435897436
MAP7D2	Brain - Cerebellar Hemisphere	0.032
MAOA	Brain - Cerebellar Hemisphere	0
SPIN3	Brain - Cerebellar Hemisphere	0.0689655172413793
ARSD	Brain - Cerebellar Hemisphere	0.0555555555555556
SLC9A7	Brain - Cerebellar Hemisphere	0.0396039603960396
KCND1	Brain - Cerebellar Hemisphere	0
MAGIX	Brain - Cerebellar Hemisphere	0.032258064516129
TSPYL2	Brain - Cerebellar Hemisphere	0.0769230769230769
LINC00632	Brain - Cerebellar Hemisphere	0.0434782608695652
MSL3	Brain - Cerebellar Hemisphere	0
INTS6L	Brain - Cerebellar Hemisphere	0.0588235294117647
FUNDC2	Brain - Cerebellar Hemisphere	0.0303030303030303
PNMA3	Brain - Cerebellar Hemisphere	0.0149253731343284
TIMM17B	Brain - Cerebellar Hemisphere	0.00917431192660551
RAB9B	Brain - Cerebellar Hemisphere	0.0151515151515152
WDR45	Brain - Cerebellar Hemisphere	0.0555555555555556
IDH3G	Brain - Cerebellar Hemisphere	0.0697674418604651
GLRA2	Brain - Cerebellar Hemisphere	0
TXLNG	Brain - Cerebellar Hemisphere	0.242105263157895
TM9SF5P	Brain - Cerebellar Hemisphere	0
OFD1	Brain - Cerebellar Hemisphere	0.1
TMEM164	Brain - Cerebellar Hemisphere	0
TSR2	Brain - Cerebellar Hemisphere	0.0194805194805195
CD99	Brain - Cerebellar Hemisphere	0.0802919708029197
ZNF630	Brain - Cerebellar Hemisphere	0
ZNF674-AS1	Brain - Cerebellar Hemisphere	0
SMIM10L2B	Brain - Cerebellar Hemisphere	0.0204081632653061
TMSB15B-AS1	Brain - Cerebellar Hemisphere	0
SLITRK2	Brain - Cerebellar Hemisphere	0
MOSPD2	Brain - Cerebellar Hemisphere	0.125
MTMR1	Brain - Cerebellar Hemisphere	0.0657894736842105
PJA1	Brain - Spinal cord cervical c-1	0
PABPC1L2A	Brain - Spinal cord cervical c-1	0
IDS	Brain - Spinal cord cervical c-1	0.003690036900369
MIR325HG	Brain - Spinal cord cervical c-1	0
SLC25A14	Brain - Spinal cord cervical c-1	0
PDZD4	Brain - Spinal cord cervical c-1	0
LINC01278	Brain - Spinal cord cervical c-1	0
SLC25A6	Brain - Spinal cord cervical c-1	0.429400386847195
RAB39B	Brain - Spinal cord cervical c-1	0
MAGEC3	Brain - Spinal cord cervical c-1	0
SRPK3	Brain - Spinal cord cervical c-1	0.3
RTL8B	Brain - Spinal cord cervical c-1	0
BCOR	Brain - Spinal cord cervical c-1	0
TCEAL6	Brain - Spinal cord cervical c-1	0.0217391304347826
RTL5	Brain - Spinal cord cervical c-1	0
BTK	Brain - Spinal cord cervical c-1	0
LAMP2	Brain - Spinal cord cervical c-1	0.00271739130434783
SSR4	Brain - Spinal cord cervical c-1	0
FAM3A	Brain - Spinal cord cervical c-1	0
PUDP	Brain - Spinal cord cervical c-1	0.485294117647059
NLGN4X	Brain - Spinal cord cervical c-1	0.16
PLCXD1	Brain - Spinal cord cervical c-1	0.259259259259259
PHF6	Brain - Spinal cord cervical c-1	0
PRPS2	Brain - Spinal cord cervical c-1	0
SNX12	Brain - Spinal cord cervical c-1	0
ASMTL	Brain - Spinal cord cervical c-1	0.342857142857143
AKAP17A	Brain - Spinal cord cervical c-1	0.441860465116279
MAP7D2	Brain - Spinal cord cervical c-1	0
HDAC8	Brain - Spinal cord cervical c-1	0
SLC25A5	Brain - Spinal cord cervical c-1	0.00543478260869565
WWC3	Brain - Spinal cord cervical c-1	0
HCCS	Brain - Spinal cord cervical c-1	0
UBL4A	Brain - Spinal cord cervical c-1	0
NDUFB11	Brain - Spinal cord cervical c-1	0
NKAP	Brain - Spinal cord cervical c-1	0
GPR143	Brain - Spinal cord cervical c-1	0
STARD8	Brain - Spinal cord cervical c-1	0
ATP7A	Brain - Spinal cord cervical c-1	0
PCSK1N	Brain - Spinal cord cervical c-1	0
ARSD	Brain - Spinal cord cervical c-1	0.1
G6PD	Brain - Spinal cord cervical c-1	0
GPR173	Brain - Spinal cord cervical c-1	0
ZNF41	Brain - Spinal cord cervical c-1	0
THOC2	Brain - Spinal cord cervical c-1	0
GPC4	Brain - Spinal cord cervical c-1	0
CD99L2	Brain - Spinal cord cervical c-1	0.00520833333333333
RGN	Brain - Spinal cord cervical c-1	0
ARHGAP4	Brain - Spinal cord cervical c-1	0
HTATSF1	Brain - Spinal cord cervical c-1	0.0036101083032491
DYNLT3	Brain - Spinal cord cervical c-1	0
CXorf38	Brain - Spinal cord cervical c-1	0
APOOL	Brain - Spinal cord cervical c-1	0
RAB9B	Brain - Spinal cord cervical c-1	0
BEX4	Brain - Spinal cord cervical c-1	0.00273972602739726
LAS1L	Brain - Spinal cord cervical c-1	0
PLXNA3	Brain - Spinal cord cervical c-1	0
VMA21	Brain - Spinal cord cervical c-1	0
GTPBP6	Brain - Spinal cord cervical c-1	0.457943925233645
CD99	Brain - Spinal cord cervical c-1	0.279549718574109
SASH3	Brain - Spinal cord cervical c-1	0
TAB3	Brain - Spinal cord cervical c-1	0
BRWD3	Brain - Spinal cord cervical c-1	0
RBBP7	Brain - Spinal cord cervical c-1	0
CCDC22	Brain - Spinal cord cervical c-1	0
POLA1	Brain - Spinal cord cervical c-1	0
TIMM17B	Brain - Spinal cord cervical c-1	0.00495049504950495
GRIA3	Brain - Spinal cord cervical c-1	0
REPS2	Brain - Spinal cord cervical c-1	0
